component_1_original_name,component_1_formula,smiles1,component_2_original_name,component_2_formula,smiles2,quality_check_1,quality_check_2,pressure_mmhg,temperature_c,x1,y1,doi,original_excel_row,quarantine_reason
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.57,0.000681,0.000114,10.1016/j.fluid.2013.05.019,13124,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.57,0.000709,0.000119,10.1016/j.fluid.2013.05.019,13125,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.57,0.000726,0.000117,10.1016/j.fluid.2013.05.019,13126,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.57,0.000741,0.000121,10.1016/j.fluid.2013.05.019,13127,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.57,0.000793,0.000127,10.1016/j.fluid.2013.05.019,13128,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.57,0.00082,0.00013,10.1016/j.fluid.2013.05.019,13129,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.59,0.000895,0.000134,10.1016/j.fluid.2013.05.019,13130,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,55.59,0.000937,0.000143,10.1016/j.fluid.2013.05.019,13131,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,2.6e-05,2.2e-05,10.1016/j.fluid.2013.05.019,13135,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,4e-05,3.6e-05,10.1016/j.fluid.2013.05.019,13136,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,6.7e-05,5.6e-05,10.1016/j.fluid.2013.05.019,13137,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000127,0.000119,10.1016/j.fluid.2013.05.019,13138,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000135,0.000163,10.1016/j.fluid.2013.05.019,13139,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000195,0.000205,10.1016/j.fluid.2013.05.019,13140,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000206,0.000216,10.1016/j.fluid.2013.05.019,13141,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000238,0.000269,10.1016/j.fluid.2013.05.019,13142,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000269,0.000289,10.1016/j.fluid.2013.05.019,13143,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000279,0.000293,10.1016/j.fluid.2013.05.019,13144,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000306,0.000309,10.1016/j.fluid.2013.05.019,13145,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000329,0.000337,10.1016/j.fluid.2013.05.019,13146,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000354,0.000385,10.1016/j.fluid.2013.05.019,13147,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000403,0.000405,10.1016/j.fluid.2013.05.019,13148,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000422,0.000467,10.1016/j.fluid.2013.05.019,13149,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000463,0.000485,10.1016/j.fluid.2013.05.019,13150,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000614,0.000626,10.1016/j.fluid.2013.05.019,13153,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.19,0.000655,0.000653,10.1016/j.fluid.2013.05.019,13154,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.000839,0.000782,10.1016/j.fluid.2013.05.019,13157,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.000881,0.000772,10.1016/j.fluid.2013.05.019,13158,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.000945,0.000867,10.1016/j.fluid.2013.05.019,13159,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.000993,0.000883,10.1016/j.fluid.2013.05.019,13160,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.001032,0.000896,10.1016/j.fluid.2013.05.019,13161,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.001047,0.000913,10.1016/j.fluid.2013.05.019,13162,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.001087,0.000932,10.1016/j.fluid.2013.05.019,13163,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.001306,0.001011,10.1016/j.fluid.2013.05.019,13166,ambiguous
3-甲基噻吩,C5H6S,CC1=CSC=C1,"2,3-二甲基-1-丁烯",C6H12,CC(C)C(=C)C,-1,1,760.038,98.21,0.001349,0.001005,10.1016/j.fluid.2013.05.019,13167,ambiguous
2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,甲苯,C7H8,CC1=CC=CC=C1,-1,-1,3.188,-9.997,0.1346,0.0384,10.1016/j.fluid.2015.03.033,14472,unmatched
2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,甲苯,C7H8,CC1=CC=CC=C1,-1,-1,2.858,-9.997,0.2424,0.0736,10.1016/j.fluid.2015.03.033,14473,unmatched
2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,甲苯,C7H8,CC1=CC=CC=C1,-1,-1,2.588,-9.997,0.3729,0.1208,10.1016/j.fluid.2015.03.033,14474,unmatched
2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,甲苯,C7H8,CC1=CC=CC=C1,-1,-1,2.258,-9.997,0.505,0.1783,10.1016/j.fluid.2015.03.033,14475,unmatched
2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,甲苯,C7H8,CC1=CC=CC=C1,-1,-1,1.89,-9.997,0.6416,0.2624,10.1016/j.fluid.2015.03.033,14476,unmatched
2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,甲苯,C7H8,CC1=CC=CC=C1,-1,-1,1.523,-9.997,0.7642,0.3866,10.1016/j.fluid.2015.03.033,14477,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,88.65,0.0,0.0,10.1016/j.fluid.2017.09.010,18501,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,86.55,0.0673,0.1036,10.1016/j.fluid.2017.09.010,18502,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,84.55,0.1272,0.2148,10.1016/j.fluid.2017.09.010,18503,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,83.35,0.1985,0.3013,10.1016/j.fluid.2017.09.010,18504,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,81.95,0.3141,0.4113,10.1016/j.fluid.2017.09.010,18505,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,81.25,0.429,0.492,10.1016/j.fluid.2017.09.010,18506,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.95,0.486,0.5438,10.1016/j.fluid.2017.09.010,18507,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.75,0.5754,0.6104,10.1016/j.fluid.2017.09.010,18508,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.65,0.6228,0.6366,10.1016/j.fluid.2017.09.010,18509,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.45,0.666,0.6634,10.1016/j.fluid.2017.09.010,18510,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.55,0.6861,0.6744,10.1016/j.fluid.2017.09.010,18511,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.65,0.7563,0.7246,10.1016/j.fluid.2017.09.010,18512,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.75,0.8096,0.7633,10.1016/j.fluid.2017.09.010,18513,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,80.95,0.861,0.8103,10.1016/j.fluid.2017.09.010,18514,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,81.65,0.9489,0.9173,10.1016/j.fluid.2017.09.010,18515,unmatched
2-丙醇,C3H8O,CC(C)O,乙酸异丙酯,C5H10O2,,-1,-1,757.562,82.25,1.0,1.0,10.1016/j.fluid.2017.09.010,18516,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,7875.648,-0.24,0.076,0.996,10.1016/j.fluid.2018.02.015,22697,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,9825.808,-0.21,0.113,0.998,10.1016/j.fluid.2018.02.015,22698,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,11550.95,-0.24,0.134,0.997,10.1016/j.fluid.2018.02.015,22699,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,13568.616,-0.25,0.165,0.9992,10.1016/j.fluid.2018.02.015,22700,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,14918.727,-0.23,0.186,0.9993,10.1016/j.fluid.2018.02.015,22701,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,16763.879,-0.22,0.218,0.999,10.1016/j.fluid.2018.02.015,22702,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,18586.528,-0.25,0.248,0.999,10.1016/j.fluid.2018.02.015,22703,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,8378.189,9.83,0.077,0.9897,10.1016/j.fluid.2018.02.015,22704,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,12473.526,9.84,0.128,0.9968,10.1016/j.fluid.2018.02.015,22705,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,14753.713,9.84,0.156,0.998,10.1016/j.fluid.2018.02.015,22706,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,17663.953,9.82,0.195,0.9981,10.1016/j.fluid.2018.02.015,22707,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,20371.675,9.82,0.231,0.9967,10.1016/j.fluid.2018.02.015,22708,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,23019.393,9.81,0.27,0.9993,10.1016/j.fluid.2018.02.015,22709,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,23911.966,9.83,0.283,0.9986,10.1016/j.fluid.2018.02.015,22710,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,8918.233,19.91,0.078,0.9939,10.1016/j.fluid.2018.02.015,22711,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,13336.097,19.92,0.125,0.9975,10.1016/j.fluid.2018.02.015,22712,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,15856.304,19.91,0.15,0.9979,10.1016/j.fluid.2018.02.015,22713,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,18879.053,19.91,0.182,0.9979,10.1016/j.fluid.2018.02.015,22714,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,21969.307,19.9,0.217,0.9985,10.1016/j.fluid.2018.02.015,22715,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,25134.567,19.89,0.258,0.9984,10.1016/j.fluid.2018.02.015,22716,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,27557.266,19.9,0.285,0.9993,10.1016/j.fluid.2018.02.015,22717,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,30114.977,19.9,0.321,0.9988,10.1016/j.fluid.2018.02.015,22718,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,30234.986,19.92,0.318,0.999,10.1016/j.fluid.2018.02.015,22719,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,9428.275,29.98,0.074,0.9942,10.1016/j.fluid.2018.02.015,22720,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,14131.162,30.0,0.118,0.9972,10.1016/j.fluid.2018.02.015,22721,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,16838.885,29.99,0.145,0.9979,10.1016/j.fluid.2018.02.015,22722,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,20056.649,29.99,0.176,0.9977,10.1016/j.fluid.2018.02.015,22723,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,23439.428,29.98,0.209,0.9984,10.1016/j.fluid.2018.02.015,22724,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,27024.722,29.96,0.243,0.998,10.1016/j.fluid.2018.02.015,22725,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,29919.96,29.98,0.272,0.9988,10.1016/j.fluid.2018.02.015,22726,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,34180.311,29.99,0.316,0.9976,10.1016/j.fluid.2018.02.015,22727,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,37038.046,29.99,0.344,0.9987,10.1016/j.fluid.2018.02.015,22728,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,37945.62,29.99,0.352,0.9982,10.1016/j.fluid.2018.02.015,22729,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,7718.135,40.08,0.05,0.9957,10.1016/j.fluid.2018.02.015,22730,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,16096.324,40.08,0.121,0.9946,10.1016/j.fluid.2018.02.015,22731,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,21114.236,40.08,0.168,0.9963,10.1016/j.fluid.2018.02.015,22732,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,24789.539,40.06,0.202,0.9982,10.1016/j.fluid.2018.02.015,22733,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,28734.863,40.05,0.238,0.9973,10.1016/j.fluid.2018.02.015,22734,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,31742.61,40.07,0.262,0.9973,10.1016/j.fluid.2018.02.015,22735,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,36160.474,40.09,0.303,0.9978,10.1016/j.fluid.2018.02.015,22736,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,40578.337,40.09,0.34,0.9976,10.1016/j.fluid.2018.02.015,22737,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,45003.701,40.09,0.366,0.9954,10.1016/j.fluid.2018.02.015,22738,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,46856.353,40.08,0.373,0.9918,10.1016/j.fluid.2018.02.015,22739,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,47231.384,40.09,0.37,0.9901,10.1016/j.fluid.2018.02.015,22740,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,18586.528,-0.25,0.989,0.999,10.1016/j.fluid.2018.02.015,22741,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,18946.558,-0.24,0.9942,0.9999,10.1016/j.fluid.2018.02.015,22742,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,18954.059,-0.24,0.9944,0.9999,10.1016/j.fluid.2018.02.015,22743,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,23911.966,9.83,0.973,0.9986,10.1016/j.fluid.2018.02.015,22744,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,24309.499,9.85,0.9932,0.9997,10.1016/j.fluid.2018.02.015,22745,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,24527.017,9.85,0.9964,0.9995,10.1016/j.fluid.2018.02.015,22746,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,30234.986,19.92,0.98,0.999,10.1016/j.fluid.2018.02.015,22747,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,30692.524,19.93,0.989,0.9994,10.1016/j.fluid.2018.02.015,22748,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,38230.644,30.02,0.9909,0.9947,10.1016/j.fluid.2018.02.015,22749,unmatched
三氟甲烷,CHF3,C(F)(F)F,正壬烷,C9H20,CCCCCCCCC,-1,-1,37945.62,29.99,0.988,0.9982,10.1016/j.fluid.2018.02.015,22750,unmatched
六氟乙烷,C2F6,C(C(F)(F)F)(F)(F)F,正癸烷,C10H22,CCCCCCCCCC,0,0,22374.34,19.98,0.983,0.989,10.1016/j.fluid.2018.02.015,22751,unmatched
