component_1_original_name,component_1_formula,smiles1,component_2_original_name,component_2_formula,smiles2,component_3_original_name,component_3_formula,smiles3,quality_check_1,quality_check_2,pressure_mmhg,temperature_c,x1,x2,y1,y2,doi,original_excel_row,quarantine_reason
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.82,0.2396,0.7503,0.1762,0.8238,10.1016/j.fluid.2018.06.011,2934,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.1,0.2948,0.6947,0.2216,0.7784,10.1016/j.fluid.2018.06.011,2935,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.45,0.3371,0.6513,0.2562,0.7438,10.1016/j.fluid.2018.06.011,2936,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.77,0.385,0.6027,0.3006,0.6994,10.1016/j.fluid.2018.06.011,2937,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,60.57,0.0429,0.9442,0.0167,0.9833,10.1016/j.fluid.2018.06.011,2938,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.11,0.0535,0.9319,0.0393,0.9607,10.1016/j.fluid.2018.06.011,2939,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.4,0.0965,0.8875,0.0724,0.9276,10.1016/j.fluid.2018.06.011,2940,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.66,0.1421,0.8405,0.1083,0.8917,10.1016/j.fluid.2018.06.011,2941,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.92,0.191,0.7903,0.1478,0.8522,10.1016/j.fluid.2018.06.011,2942,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.13,0.2369,0.743,0.1854,0.8146,10.1016/j.fluid.2018.06.011,2943,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.53,0.2861,0.6928,0.2264,0.7736,10.1016/j.fluid.2018.06.011,2944,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,60.79,0.0083,0.9653,0.004,0.996,10.1016/j.fluid.2018.06.011,2945,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,60.88,0.0214,0.9539,0.0169,0.9831,10.1016/j.fluid.2018.06.011,2946,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.42,0.0527,0.9185,0.0417,0.9583,10.1016/j.fluid.2018.06.011,2947,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,61.76,0.0982,0.8717,0.0805,0.9195,10.1016/j.fluid.2018.06.011,2948,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.13,0.1392,0.8265,0.1164,0.8836,10.1016/j.fluid.2018.06.011,2949,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-xylose,C5H10O5,,0,0,150.012,62.46,0.1875,0.776,0.1585,0.8415,10.1016/j.fluid.2018.06.011,2950,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,60.59,0.0,0.9948,0.0,1.0,10.1016/j.fluid.2018.06.011,2951,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,60.7,0.0277,0.9664,0.0167,0.9833,10.1016/j.fluid.2018.06.011,2952,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,60.93,0.0538,0.9401,0.038,0.962,10.1016/j.fluid.2018.06.011,2953,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.19,0.0941,0.8992,0.0695,0.9305,10.1016/j.fluid.2018.06.011,2954,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.4,0.1438,0.8488,0.1046,0.8954,10.1016/j.fluid.2018.06.011,2955,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.47,0.1899,0.8024,0.1386,0.8614,10.1016/j.fluid.2018.06.011,2956,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.74,0.2365,0.7552,0.1765,0.8235,10.1016/j.fluid.2018.06.011,2957,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,62.21,0.2784,0.7128,0.2102,0.7898,10.1016/j.fluid.2018.06.011,2958,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,62.47,0.3223,0.6682,0.2539,0.7461,10.1016/j.fluid.2018.06.011,2959,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,62.85,0.3649,0.6252,0.2844,0.7156,10.1016/j.fluid.2018.06.011,2960,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,60.37,0.0,0.9896,0.0,1.0,10.1016/j.fluid.2018.06.011,2961,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,60.86,0.0259,0.9621,0.0193,0.9807,10.1016/j.fluid.2018.06.011,2962,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.09,0.0507,0.9373,0.0357,0.9643,10.1016/j.fluid.2018.06.011,2963,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.3,0.0954,0.8923,0.0711,0.9289,10.1016/j.fluid.2018.06.011,2964,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.48,0.1383,0.8481,0.1048,0.8952,10.1016/j.fluid.2018.06.011,2965,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.66,0.1911,0.7945,0.1472,0.8528,10.1016/j.fluid.2018.06.011,2966,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.83,0.2308,0.7537,0.1779,0.8221,10.1016/j.fluid.2018.06.011,2967,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,62.03,0.2772,0.7063,0.2169,0.7831,10.1016/j.fluid.2018.06.011,2968,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,62.33,0.2773,0.7054,0.2075,0.7925,10.1016/j.fluid.2018.06.011,2969,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,60.58,0.0,0.9801,0.0,1.0,10.1016/j.fluid.2018.06.011,2970,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.06,0.0268,0.9506,0.0201,0.9799,10.1016/j.fluid.2018.06.011,2971,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.18,0.0525,0.9256,0.0413,0.9587,10.1016/j.fluid.2018.06.011,2972,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.37,0.09,0.8868,0.0745,0.9255,10.1016/j.fluid.2018.06.011,2973,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.69,0.1364,0.8372,0.111,0.889,10.1016/j.fluid.2018.06.011,2974,unmatched
乙酸,C2H4O2,CC(=O)O,水,H2O,,D-glucose,C6H12O6,,0,0,150.012,61.98,0.1783,0.7932,0.1492,0.8508,10.1016/j.fluid.2018.06.011,2975,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,64.32,0.051,0.102,0.177,0.0,10.1016/j.fluid.2019.03.022,3653,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,62.83,0.102,0.102,0.275,0.0,10.1016/j.fluid.2019.03.022,3654,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,61.85,0.145,0.101,0.336,0.0,10.1016/j.fluid.2019.03.022,3655,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,61.49,0.203,0.101,0.397,0.0,10.1016/j.fluid.2019.03.022,3656,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,61.5,0.236,0.102,0.429,0.0,10.1016/j.fluid.2019.03.022,3657,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,61.76,0.284,0.102,0.466,0.0,10.1016/j.fluid.2019.03.022,3658,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,62.02,0.322,0.102,0.489,0.0,10.1016/j.fluid.2019.03.022,3659,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,62.33,0.365,0.102,0.525,0.0,10.1016/j.fluid.2019.03.022,3660,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,62.82,0.398,0.102,0.54,0.0,10.1016/j.fluid.2019.03.022,3661,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,63.52,0.46,0.102,0.587,0.0,10.1016/j.fluid.2019.03.022,3662,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,64.4,0.511,0.102,0.622,0.0,10.1016/j.fluid.2019.03.022,3663,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,65.34,0.555,0.102,0.652,0.0,10.1016/j.fluid.2019.03.022,3664,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,66.35,0.601,0.101,0.683,0.0,10.1016/j.fluid.2019.03.022,3665,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,67.47,0.633,0.102,0.699,0.0,10.1016/j.fluid.2019.03.022,3666,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,69.23,0.686,0.102,0.743,0.0,10.1016/j.fluid.2019.03.022,3667,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,71.57,0.738,0.102,0.787,0.0,10.1016/j.fluid.2019.03.022,3668,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,73.77,0.779,0.102,0.825,0.0,10.1016/j.fluid.2019.03.022,3669,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,76.02,0.825,0.102,0.88,0.0,10.1016/j.fluid.2019.03.022,3670,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,69.54,0.041,0.152,0.171,0.0,10.1016/j.fluid.2019.03.022,3671,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,67.35,0.095,0.152,0.308,0.0,10.1016/j.fluid.2019.03.022,3672,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,66.58,0.125,0.152,0.361,0.0,10.1016/j.fluid.2019.03.022,3673,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,65.84,0.182,0.152,0.439,0.0,10.1016/j.fluid.2019.03.022,3674,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,65.72,0.228,0.152,0.488,0.0,10.1016/j.fluid.2019.03.022,3675,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,65.73,0.266,0.152,0.525,0.0,10.1016/j.fluid.2019.03.022,3676,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,65.82,0.302,0.152,0.557,0.0,10.1016/j.fluid.2019.03.022,3677,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,66.16,0.35,0.152,0.597,0.0,10.1016/j.fluid.2019.03.022,3678,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,66.67,0.389,0.152,0.626,0.0,10.1016/j.fluid.2019.03.022,3679,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,67.36,0.439,0.153,0.665,0.0,10.1016/j.fluid.2019.03.022,3680,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,67.99,0.476,0.153,0.693,0.0,10.1016/j.fluid.2019.03.022,3681,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,68.85,0.521,0.152,0.727,0.0,10.1016/j.fluid.2019.03.022,3682,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,69.42,0.544,0.152,0.742,0.0,10.1016/j.fluid.2019.03.022,3683,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,70.92,0.602,0.152,0.786,0.0,10.1016/j.fluid.2019.03.022,3684,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,71.73,0.633,0.152,0.813,0.0,10.1016/j.fluid.2019.03.022,3685,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,73.05,0.675,0.154,0.847,0.0,10.1016/j.fluid.2019.03.022,3686,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,75.03,0.731,0.152,0.89,0.0,10.1016/j.fluid.2019.03.022,3687,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,77.23,0.778,0.153,0.934,0.0,10.1016/j.fluid.2019.03.022,3688,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,75.02,0.039,0.2,0.182,0.0,10.1016/j.fluid.2019.03.022,3689,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,73.01,0.083,0.2,0.318,0.0,10.1016/j.fluid.2019.03.022,3690,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,72.02,0.125,0.2,0.406,0.0,10.1016/j.fluid.2019.03.022,3691,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,71.4,0.17,0.204,0.479,0.0,10.1016/j.fluid.2019.03.022,3692,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,71.13,0.206,0.203,0.527,0.0,10.1016/j.fluid.2019.03.022,3693,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,70.92,0.249,0.202,0.579,0.0,10.1016/j.fluid.2019.03.022,3694,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,70.75,0.293,0.202,0.622,0.0,10.1016/j.fluid.2019.03.022,3695,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,70.85,0.336,0.201,0.661,0.0,10.1016/j.fluid.2019.03.022,3696,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,71.17,0.366,0.202,0.688,0.0,10.1016/j.fluid.2019.03.022,3697,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,71.67,0.408,0.202,0.719,0.0,10.1016/j.fluid.2019.03.022,3698,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,72.01,0.441,0.202,0.746,0.0,10.1016/j.fluid.2019.03.022,3699,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,72.97,0.5,0.202,0.789,0.0,10.1016/j.fluid.2019.03.022,3700,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,73.45,0.526,0.202,0.809,0.0,10.1016/j.fluid.2019.03.022,3701,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,74.22,0.567,0.203,0.84,0.0,10.1016/j.fluid.2019.03.022,3702,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,75.25,0.608,0.202,0.869,0.0,10.1016/j.fluid.2019.03.022,3703,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,76.32,0.65,0.202,0.899,0.0,10.1016/j.fluid.2019.03.022,3704,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,77.9,0.696,0.203,0.93,0.0,10.1016/j.fluid.2019.03.022,3705,unmatched
苯,C6H6,C1=CC=CC=C1,3-hexyl-1-methylimidazolium acetate,C12H22N2O2,,甲醇,CH4O,,0,0,759.812,79.18,0.736,0.201,0.957,0.0,10.1016/j.fluid.2019.03.022,3706,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,66.98,0.034,0.101,0.12,0.0,10.1016/j.fluid.2019.03.022,3707,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,65.35,0.065,0.101,0.198,0.0,10.1016/j.fluid.2019.03.022,3708,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,63.84,0.118,0.101,0.295,0.0,10.1016/j.fluid.2019.03.022,3709,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,62.98,0.176,0.102,0.37,0.0,10.1016/j.fluid.2019.03.022,3710,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,62.93,0.222,0.102,0.417,0.0,10.1016/j.fluid.2019.03.022,3711,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,62.77,0.268,0.101,0.457,0.0,10.1016/j.fluid.2019.03.022,3712,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,62.87,0.307,0.102,0.484,0.0,10.1016/j.fluid.2019.03.022,3713,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,63.15,0.348,0.102,0.514,0.0,10.1016/j.fluid.2019.03.022,3714,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,63.69,0.401,0.1,0.554,0.0,10.1016/j.fluid.2019.03.022,3715,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,64.14,0.438,0.102,0.582,0.0,10.1016/j.fluid.2019.03.022,3716,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,64.88,0.484,0.102,0.614,0.0,10.1016/j.fluid.2019.03.022,3717,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,65.73,0.532,0.102,0.644,0.0,10.1016/j.fluid.2019.03.022,3718,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,66.8,0.581,0.101,0.679,0.0,10.1016/j.fluid.2019.03.022,3719,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,68.17,0.633,0.1,0.717,0.0,10.1016/j.fluid.2019.03.022,3720,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,69.35,0.672,0.102,0.747,0.0,10.1016/j.fluid.2019.03.022,3721,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,71.41,0.73,0.101,0.796,0.0,10.1016/j.fluid.2019.03.022,3722,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,73.42,0.772,0.102,0.835,0.0,10.1016/j.fluid.2019.03.022,3723,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,76.73,0.821,0.102,0.888,0.0,10.1016/j.fluid.2019.03.022,3724,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,79.72,0.856,0.101,0.933,0.0,10.1016/j.fluid.2019.03.022,3725,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,82.4,0.884,0.101,0.974,0.0,10.1016/j.fluid.2019.03.022,3726,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,70.6,0.041,0.147,0.152,0.0,10.1016/j.fluid.2019.03.022,3727,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,68.59,0.09,0.147,0.278,0.0,10.1016/j.fluid.2019.03.022,3728,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,67.89,0.119,0.147,0.329,0.0,10.1016/j.fluid.2019.03.022,3729,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,67.28,0.163,0.149,0.399,0.0,10.1016/j.fluid.2019.03.022,3730,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,67.16,0.225,0.15,0.476,0.0,10.1016/j.fluid.2019.03.022,3731,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,67.39,0.274,0.149,0.525,0.0,10.1016/j.fluid.2019.03.022,3732,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,67.59,0.318,0.15,0.566,0.0,10.1016/j.fluid.2019.03.022,3733,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,67.95,0.355,0.151,0.599,0.0,10.1016/j.fluid.2019.03.022,3734,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,68.2,0.402,0.15,0.638,0.0,10.1016/j.fluid.2019.03.022,3735,unmatched
苯,C6H6,C1=CC=CC=C1,1-methyl-3-octylimidazolium acetate,C14H26N2O2,,甲醇,CH4O,,0,0,759.812,68.68,0.437,0.151,0.666,0.0,10.1016/j.fluid.2019.03.022,3736,unmatched
